"SALES_REV_TURN","IS_COGS_TO_FE_AND_PP_AND_G","GROSS_PROFIT","IS_OPERATING_EXPN","IS_OPER_INC","NONOP_INCOME_LOSS","IS_NET_INTEREST_EXPENSE","IS_INT_EXPENSE","IS_INT_INC","OTHER_NONOP_INCOME_LOSS","PRETAX_INC","IS_INC_TAX_EXP","IS_INC_BEF_XO_ITEM","XO_GL_NET_OF_TAX","NI_INCLUDING_MINORITY_INT_RATIO","NET_INCOME","EARN_FOR_COMMON","IS_AVG_NUM_SH_FOR_EPS","IS_EPS","IS_EARN_BEF_XO_ITEMS_PER_SH","IS_BASIC_EPS_CONT_OPS","IS_SH_FOR_DILUTED_EPS","IS_DILUTED_EPS","IS_DIL_EPS_BEF_XO","IS_DIL_EPS_CONT_OPS","EBITDA","EBITDA_MARGIN","EBITA","EBIT","GROSS_MARGIN","OPER_MARGIN","PROF_MARGIN","ACTUAL_SALES_PER_EMPL","EQY_DPS","IS_TOT_CASH_COM_DVD","C.CE_AND_STI_DETAILED","BS_CASH_NEAR_CASH_ITEM","BS_MKT_SEC_OTHER_ST_INVEST","BS_ACCT_NOTE_RCV","BS_INVENTORIES","OTHER_CURRENT_ASSETS_DETAILED","BS_CUR_ASSET_REPORT","BS_NET_FIX_ASSET","BS_GROSS_FIX_ASSET","BS_ACCUM_DEPR","BS_LT_INVEST","BS_OTHER_ASSETS_DEF_CHRG_OTHER","OTHER_NONCURRENT_ASSETS_DETAILED","BS_TOT_NON_CUR_ASSET","BS_TOT_ASSET","ACCT_PAYABLE_._ACCRUALS_DETAILED","BS_ACCT_PAYABLE","BS_ST_BORROW","OTHER_CURRENT_LIABS_SUB_DETAILED","OTHER_CURRENT_LIABS_DETAILED","BS_CUR_LIAB","BS_LT_BORROW","OTHER_NONCUR_LIABS_SUB_DETAILED","OTHER_NONCURRENT_LIABS_DETAILED","NON_CUR_LIAB","BS_TOT_LIAB2","BS_SH_CAP_AND_APIC","OTHER_INS_RES_TO_SHRHLDR_EQY","EQTY_BEF_MINORITY_INT_DETAILED","MINORITY_NONCONTROLLING_INTEREST","TOTAL_EQUITY","TOT_LIAB_AND_EQY","BS_SH_OUT","BS_NUM_OF_TSY_SH","NET_DEBT","NET_DEBT_TO_SHRHLDR_EQTY","TCE_RATIO","CUR_RATIO","CASH_CONVERSION_CYCLE","NUM_OF_EMPLOYEES","CF_NET_INC","CF_DEPR_AMORT","NON_CASH_ITEMS_DETAILED","OTHER_NON_CASH_ADJ_LESS_DETAILED","CF_CHNG_NON_CASH_WORK_CAP","INC_DEC_IN_OT_OP_AST_LIAB_DETAIL","CF_CASH_FROM_OPER","CHG_IN_FXD_._INTANG_AST_DETAILED","DISP_FXD_._INTANGIBLES_DETAILED","ACQUIS_FXD_._INTANG_DETAILED","OTHER_INVESTING_ACT_DETAILED","CF_NET_CASH_DISCONTINUED_OPS_INV","CF_CASH_FROM_INV_ACT","CF_DVD_PAID","PROC_FR_REPAYMNTS_BOR_DETAILED","PROC_FR_REPURCH_EQTY_DETAILED","CF_INCR_CAP_STOCK","CF_DECR_CAP_STOCK","CFF_ACTIVITIES_DETAILED","CF_NET_CHNG_CASH","CF_FREE_CASH_FLOW","CF_FREE_CASH_FLOW_FIRM","FREE_CASH_FLOW_EQUITY","FREE_CASH_FLOW_PER_SH","PX_TO_FREE_CASH_FLOW","CASH_FLOW_TO_NET_INC","RETURN_COM_EQY","RETURN_ON_ASSET","RETURN_ON_CAP","RETURN_ON_INV_CAPITAL","EBITDA_TO_REVENUE","INCREMENTAL_OPERATING_MARGIN","PRETAX_INC_TO_NET_SALES","INC_BEF_XO_ITEMS_TO_NET_SALES","NET_INCOME_TO_COMMON_MARGIN","EFF_TAX_RATE","DVD_PAYOUT_RATIO","SUSTAIN_GROWTH_RT","SALES_ON_TOT_ASSET","COVRAGE","NET_INC_TO_EQY","EQY_TO_TOT_ASSET","FIX_RATIO","DEBT_RATIO","RCV_TO_PAYABLE","GROWTH","INFLATION","CCI","RATING"
0.14668292164655,0.0714211248179673,0.383982310707431,0.262588433049486,0.750062903631636,0.74609757502448,0.316623544631307,0.184463740905891,0.0431990659661413,0.792380481167667,0.687079007465121,0.853059685666486,0.538625190466607,0.780582753332547,0.539598550641284,0.542554103890906,0.704598683965947,0.256340900470367,0.537384233114976,0.530343596608657,0.521714336355475,0.264407967413848,0.53938706015891,0.532062780269058,0.524864024864025,0.679621722033244,0.495732615365254,0.745493153059456,0.750062903631636,0.628881493884991,0.560002893965635,0.527832895582208,0.0475031335884474,0.20631067961165,0.193383539537386,0.0619336976844528,0.0362780942663606,0.0810011972463334,0.0522765304699484,0.100489077274209,0.0218480657446382,0.0792597828648071,0.189935670333768,0.215517824528174,0.212822406389322,0,0.10495357756463,0.0863635585824535,0.0773646412495895,0.0896624839237462,0.0995240555182232,0.180408754974069,0.0170826580226904,0.00274915095531582,0.00305800951380738,0.0592041017487131,0.0134664434431848,0.0750642600909527,0.0750642600909527,0.0316152386106021,0.0482136633805894,0.00949650679265215,0.520422977720545,0.362161114973049,0.00334728033472803,0.351398239849261,0.0896624845099569,0.253515609191594,0.0359245502132959,0.157981803143093,0.00411238824316047,0.869439081125853,0.0489141476245977,0.427299523101828,0.31389718759658,0.542554103890906,0.0764364893737525,0.535348499954681,0.309571309269741,0.619557458957887,0.600392060769419,0.286200418276559,0.795128105590062,0.00844819919964429,0.854642632571788,0.511218589002208,0.049420695165801,0.682126256731576,0.821274878967187,0.502320295482527,0.560703542780749,0.104845719252499,0.818478906714201,0.550533947971924,0.422860573884465,0.521205748335086,0.48147592435708,0.416591395293558,0.3548853723754,0.02206743308592,0.591047588672598,0.201778314091863,0.719489288252614,0.826975939941594,0.947829542989484,0.495732615365254,0.851660880871517,0.522116429645339,0.608668732736132,0.5276516621648,0.00641959050403876,0.0122687615963231,0.260171246602676,0.232280723743259,0.484811244160087,0.181475720751768,0.683530543451019,0.41025050628274,0.147016186187339,0.0229778313057638,0.554455445544555,0.135434523880308,0.563604388242191,"A+"
0.0276184814684705,0.0223866898738035,0.0465335139495858,0.0468241914032917,0.643263901702592,0.760651344968608,0.319410413971539,0.15888954079637,0,0.80747424083122,0.584483947110864,0.821241051862673,0.423747951585545,0.785065471275215,0.42359880945534,0.427111180994311,0.556218179114465,0.00645123642299595,0.538739552744522,0.532128514056225,0.540875971471396,0.0105209419371435,0.541203178206583,0.534529147982063,0.544910644910645,0.533431666304794,0.381937598556945,0.632425377015081,0.643263901702592,0.360957389848284,0.444843605273806,0.503854760599134,0.0547840754876721,0,0,0.00560810081979002,0.00884122665306238,0,0.0113852844791521,0.0726201499836974,0.0106714104362932,0.0216954313817159,0.0399066287525639,0.0492438206047487,0.0527256639588633,0,0.0196106621188646,0.0301106281763891,0.015069633357974,0.0195339757723144,0.0125310862272067,0.011919647884284,0.00626021069692058,7.01149720469656e-05,0,0.0094934004682199,0.00674268250205058,0.00642869248368782,0.0013616783888371,0.00678618309125867,0.0089713024531775,0.0183062530443579,0.540824666192846,0.246980490250823,0.0104023012552301,0.235661527149061,0.0195339764036843,0.00649215150597389,0.00384846103935444,0.165584768823198,0.00531501946249407,0.858542248594971,0.0969247548678906,0.55107234668449,0.0526424229937159,0.427111180994311,0.0179371108644912,0.541958669446207,0.313220678296372,0.642534288694888,0.618724479294291,0.128814753110489,0.89930386257764,0,0.971119995808007,0.531847334665125,0.049420695165801,0.72369985871368,1,0.474579221517189,0.648177932820856,0.000411451542807475,1,0.602211679677546,0.416879282012388,0.391573003076683,0.348875389531228,0.306649584026622,0.296154239541782,0.1405920662607,0.593502516402366,0.151281156346078,0.54616284848582,0.733447554364898,0.907432870681889,0.381937598556945,0.850160401917762,0.443811743975302,0.581944343178325,0.503854760599134,0.00276278118921281,0,0.220429087773343,0.199906034785361,0.478653983749475,0.179984371129227,0.74398392176932,0.388701532845262,0.304769983289916,0.0391827869186808,0.524752475247525,0.106366771644013,0.250146553889959,"BB+"
0.0189187628233013,0.0123834925428396,0.049972036485019,0.0492754493230138,0.654835192485113,0.769846207015725,0.346377749029754,0.195924274426973,0.00659661412726211,0.812189993196858,0.592010976990539,0.82437145078819,0.431204898944887,0.784888521882741,0.431100822453557,0.434803739386489,0.57346667162348,0.0236602666183451,0.536932459905128,0.530120481927711,0.57175498691861,0.0277781558811119,0.53938706015891,0.532511210762332,0.575761460761461,0.546141226990905,0.555844963132314,0.643629745189808,0.654835192485113,0.497548190655938,0.592710958036605,0.521296834265537,0.110448938816715,0.310679611650485,0.0318988703604088,0.0112181792032216,0.0176855709548508,0,0.0122228420025101,0.01394848386045,0.00697868644350905,0.0156984353033615,0.0465201379824725,0.0435703172563079,0.0334947074751785,0.00018386208246529,0.116606900106655,0.0730864662297438,0.0577869313065709,0.0517506432515478,0.0203276290365428,0.0125735671233237,0.0201880064829822,0.005490427168499,0.00105331438808921,0.0226661265641995,0.0192277441319565,0.0310623393497726,0.00248142812755981,0.0230469022231514,0.0272860220997622,0.0653783010849093,0.537008403270043,0.298844457613019,0.00851464435146444,0.287846687653668,0.0517506438621718,0.0249349304444336,0.00261586530679339,0.182184941441603,0.00576010059075311,0.688119470357345,0.0164668897894591,0.510701527925475,0.0188523745750489,0.434803739386489,0.0164215101483314,0.54846823166863,0.314788438340911,0.658815132048537,0.619799068855673,0.153014781468222,0.905997670807453,0.00349044019564251,0.976702997275204,0.528411313216276,0.0467039552536956,0.675878944243094,0.96877353415815,0.512903684060991,0.649649064171123,0.00423728813559322,1,0.63011420232111,0.403839590443686,0.420236008879542,0.380036066460096,0.362992631328738,0.436479931033475,0.00798883531894361,0.595490399203711,0.152133607142116,0.549732540305989,0.732856339870532,0.908207170934853,0.555844963132314,0.847799355895268,0.502628159952686,0.601229583246405,0.521296834265537,0.00677587652803976,0.0190181557069706,0.214220934483846,0.0414536493630828,0.478831069575076,0.180013014646992,0.691645449730492,0.173459455608407,0.34330073878849,0.0260934183814164,0.435643564356436,0.217458750901626,0.387237249811574,"BBB-"
0.10448891468841,0.0916905249612802,0.0996610605558921,0.0769252082679129,0.66359137800889,0.768619319163643,0.339909443725744,0.183681451928342,0,0.812109592429959,0.60043370626955,0.825655646928533,0.442256274616911,0.785065471275215,0.442111922700868,0.444523857171446,0.583218707015131,0.00798135115088768,0.706347413598374,0.697679607318161,0.882575742980553,0.0121629130182032,0.707150964812713,0.698430493273543,0.884382284382284,0.565752334081204,0.367438406080356,0.653362801178714,0.66359137800889,0.292312257572225,0.449832123197189,0.505265413690182,0.0547894445080872,0.837378640776699,0.03617536309844,0.0138789011937293,0.0218802256043987,0,0.0441012411100265,0.170785784153896,0.0318367074229973,0.0629797395552799,0.0879638262166698,0.13159710478252,0.162823773966795,0,0.0783562516983979,0.0344975102243365,0.0484538660112403,0.0607588427821281,0.110870401537033,0.141851891934655,0.00855753646677472,0.0265898651094558,0.0278309754741459,0.0679310589593739,0.0194946010629333,0.0299692116487303,0.0097449368697568,0.022924327581754,0.0444326499320241,0.0403415918419488,0.495536580636203,0.26210527515356,0.198117154811715,0.261219237574393,0.0607588433869513,0.00775302707551947,0.0115098073498909,0.177281499862145,0.00596382901183184,0.742671127516888,0.0279669806781365,0.481668319981691,0.198516534459668,0.444523857171446,0.0403536409743265,0.537297199311157,0.311937459404287,0.645143578762422,0.622543494241607,0.161568182623799,0.862771739130435,0.0082258781680747,0.927792915531335,0.531237514456945,0.049420695165801,0.715891639535598,0.96382463690156,0.471043659437447,0.639162767379679,0.00412863972186006,0.985145573380868,0.586601496444208,0.410188345341929,0.411457724812089,0.37061721759977,0.316115997147611,0.531433101009658,0.0179588367518598,0.592828527152921,0.171237090808737,0.56202473133794,0.751112843750039,0.921099389336501,0.367438406080356,0.850918371697919,0.45088808687739,0.583811409679726,0.505265413690182,0.00524502986255353,0.0121611501959572,0.233626022812475,0.244962303483058,0.479177675553969,0.180484697510154,0.529774320027121,0.279718334881237,0.250747847218512,0.0174043357687588,0.534653465346535,0.0503752197211277,0.563604388242191,"BBB"
0.0277776491597126,0.0182010662217219,0.065587363880179,0.0389915399818978,0.66747066593978,0.752966534185819,0.256251940491591,0.133302041774231,0.0758137769994162,0.811300698868205,0.609199159454221,0.833175970216075,0.446212345111117,0.785065471275215,0.446069017081728,0.449572715057606,0.584616677199896,0.0389403755875754,0.558843460582788,0.55198572066042,0.562942869582975,0.0429552237116775,0.561407491486947,0.554484304932735,0.567210567210567,0.559062893536947,0.559886393754898,0.655768135725429,0.66747066593978,0.492083342164946,0.626306862182032,0.533170696654897,0.180157197034216,0.151699029126214,0.0233707638515331,0.0188079246368474,0.00399555026500014,0.0338669934151452,0.0307462871287129,0.0144387349201174,0.00380149662591034,0.0285862996102613,0.0235785008390826,0.031578135696408,0.0361720412461366,0.00420038170607234,0.00462558622341397,0.0356776467769811,0.00826248469657099,0.0164719381322497,0.00461399071794085,0.00863128906844265,0.00332209076175041,0.0108275268836525,0.0122791437573361,0.00748554930691148,0.00561804065214216,0.00421563144366297,0.00421563144366297,0.00532315020927878,0.00701001569345163,0.00878620488403833,0.539411753845343,0.243195005185126,0.00334728033472803,0.231457580596981,0.016471938443617,0.0379750132783897,0.0198666948064017,0.158897645676748,0.00427876938674037,0.927049453703994,0.173100159322505,0.557288786879797,0.0172040795302359,0.449572715057606,0.012365519496453,0.531526737967914,0.306892084995824,0.653414374347993,0.620218475863759,0.152267342525965,0.906794545807453,0,0.979208866065814,0.543384859636211,0.049420695165801,0.733805106783791,0.976629236148467,0.47427029074723,0.605519468582888,0.00405573663624511,0.937337195484254,0.573081655817832,0.41397471874605,0.420346029520583,0.375348674733845,0.323900760637033,0.382238197518958,0.0156165128241623,0.590550516528968,0.196829554032592,0.747163751596475,0.80398930405192,0.941932682036949,0.559886393754898,0.852684473040353,0.559044299928815,0.615040918330098,0.533170696654897,0.00924921147723758,0.0064107013873906,0.267996811931686,0.240383737193709,0.47655158870323,0.181474156339921,0.769752717990355,0.271222137576899,0.273378189455754,0.279611587722714,0.653465346534653,0.239662281421646,0.611506573988778,"A+"
0.0364406181859184,0.0241579042993438,0.0796849510199677,0.0630437593512755,0.65827602113562,0.762807441967629,0.339294954721863,0.183681451928342,0.00110916520723876,0.805751747170512,0.59750522942294,0.827472372110559,0.435652473909668,0.785065471275215,0.435506412837177,0.439072014637354,0.577052485222499,0.0136281256094583,0.597018296814999,0.589692101740295,0.683476605697244,0.0176501797129395,0.599772985244041,0.59237668161435,0.687937062937063,0.553629586740971,0.465383273301388,0.65075836366788,0.65827602113562,0.482998607523428,0.51952578264353,0.514304615856165,0.30246085354824,0.728155339805825,0.0465860946745562,0.00299870559470732,0.00472748915908511,0,0.0076471203458374,0.0590609716335181,0.0043629317832565,0.0147188655586183,0.0377004475107216,0.0403395792464317,0.0373129837805312,0,0.116029390316962,0.0306593199746744,0.0559176725026827,0.0499073398591477,0.0132686699670699,0.015291245680366,0.0154457050243112,0.00340132032093985,0.00314449867177365,0.0159264875328616,0.024974999719098,0.0354687455865322,0.00124283252831681,0.0285197164795251,0.0291929534392026,0.08433835265062,0.535703519175134,0.286118676710237,0.00334728033472803,0.274732875295848,0.0499073404709587,0.0133432207005363,0.0115301064646716,0.189303053188046,0.00659987987081987,0.317677996989011,0.0284053848868169,0.519002384126427,0.0133717935510456,0.439072014637354,0.0252787596799354,0.542640261035077,0.315029692864433,0.65369790808763,0.619563832394021,0.155683953067952,0.907424301242236,0.000111160515784793,0.97983651226158,0.531039848596362,0.049420695165801,0.725951635030817,0.954370629370629,0.47547116204186,0.62973763368984,0,0.973998811645871,0.584305867636498,0.420016432815068,0.424333060715816,0.382849984534532,0.327551699548372,0.556791449319832,0.0138675508141001,0.593735024433632,0.15731685430144,0.558441679892695,0.734783923791994,0.9064745847265,0.465383273301388,0.847860797132538,0.486188504994901,0.593623675529397,0.514304615856165,0.00847895001693607,0.0207032652803321,0.216445207425683,0.0963048841623662,0.479013999104883,0.180190293731951,0.645916097278261,0.145719283384461,0.411548693374371,0.0248772139125738,0.425742574257426,0.150214318754487,0.834100996566452,"BBB"
0.0178581153843535,0.0156249942416477,0.0308700424242831,0.0307114358017622,0.643843831250524,0.756102759057658,0.298479948253558,0.136118282093405,0.00379451255107998,0.806592862885769,0.586530157938168,0.822220127712717,0.425618836788086,0.784216114191341,0.425677230114453,0.429234683667343,0.556814309082122,0.0180552923634007,0.520442737745652,0.512940651494868,0.487706576143706,0.0222972668125007,0.522587968217934,0.515022421524664,0.491048951048951,0.529786977394996,0.397210945708113,0.631972612237823,0.643843831250524,0.315211170776976,0.47760526130098,0.511516588792822,0.0509074800330489,0.276699029126214,0.022122498655191,0.0064558463972386,0.0101777059773829,0,0.00777785525031376,0.031887838278448,0.00149662591033607,0.011926815071483,0.0133507365280627,0.0244902929040114,0.033844807308334,0,0.0125520112137026,0.0306165403240986,0.0074841065698959,0.010031455397667,0.00880494263219767,0.00910796279494831,0.00326580226904376,0.000708753852907015,0.000673379872737382,0.00623534230779714,0.00479724491286419,0.00321724147671101,0.00116374318560574,0.00443441436787971,0.00580698302435241,0.00674918315280509,0.539638359540092,0.224402001116796,0.0049581589958159,0.212599094648315,0.0100314560351561,0.0177400084087008,0.019775941719358,0.162119250548423,0.00568436317983924,0.795107580310695,0.0784476213898483,0.529680734057293,0.0363655094261873,0.429234683667343,0.00711625209633176,0.541425722831505,0.312800408276886,0.657080107615439,0.620215633423181,0.134085994824714,0.92069099378882,0.00351267229879947,0.992559211905261,0.531275365366418,0.0618108450683681,0.723815959211254,0.973171059709521,0.480954635855668,0.648533589572193,0.00459582790091265,0.998217468805704,0.602131158933494,0.422095815952471,0.405331619737508,0.360588339974563,0.321823151889708,0.378512251786262,0.00817347954614939,0.593832004223287,0.174676295067744,0.61588138790473,0.762159110340762,0.921489031613251,0.397210945708113,0.859493940925781,0.467833303778707,0.590140522080787,0.511516588792822,0.00533661246193327,0.0241624762232788,0.221794404299024,0.254379434762104,0.479346876298284,0.180679508732039,0.650148922732445,0.247951371326444,0.386594774724575,0.0378362359360066,0.435643564356436,0.217458750901626,0.387237249811574,"BBB+"
0.0141902110279923,0.00819181263968494,0.0463914351267604,0.0429997044535161,0.646609494254802,0.757571568458038,0.305886157826649,0.143080653993585,0.000817279626386456,0.806592862885769,0.588572031702777,0.823881335563986,0.426783198689015,0.785065471275215,0.426634842123426,0.430038022813688,0.559093832484479,0.00483328291305343,0.588886379037723,0.581659973226238,0.611947027114504,0.00895115885443152,0.590919409761635,0.583632286995516,0.615574980574981,0.531897903548768,0.454264810475114,0.634759057028948,0.646609494254802,0.566043108715466,0.537365651664789,0.516984114837972,0.167480274813012,0.315533980582524,0.0103146853146853,0.00333668919890695,0.00526032366862228,0,0.0129113791660856,0.0251972611672644,0.00728268858154607,0.0136940990930725,0.00822534029461122,0.0125414327267808,0.0157025245480156,0.00301869381020959,0.0126879510180947,0.032052225397423,0.00839167721797719,0.0113773083549129,0.00883344208844586,0.00392406348329471,0.000291734197730956,0.00164776949552751,0.00146104898993019,0.00494037446363457,0.0054377015472084,0.00810524531819337,0.00134593113577945,0.0063205880303198,0.00685581202085606,0.00364268433058743,0.535130911808592,0.225500564096136,0.00677824267782427,0.213806613203428,0.0113773089915353,0.00487275711345373,0.00317754390546807,0.162742594790281,0.00579653536932527,0.82004298750448,0.120689470814042,0.57840743853276,0.0321714460466353,0.430038022813688,0.00442820097395841,0.542835130970724,0.313273638303795,0.638631746554659,0.611987258024994,0.12270036510581,0.920467779503106,0.00082258781680747,0.993586250262,0.528438649984229,0.049420695165801,0.72533939431169,0.989685314685315,0.471460365564921,0.647647894385027,0.00309647979139505,0.997777777777778,0.596175496305219,0.405997977499684,0.393204034739261,0.348585739697633,0.304601854052769,0.324887856339222,0.0373768175151136,0.588367456828777,0.176041190364745,0.608130133435935,0.764038847909759,0.925836641933701,0.454264810475114,0.854157572968479,0.496249441722427,0.597271421514025,0.516984114837972,0.00842901738523291,0.00982651378532127,0.240848583384688,0.176599579529768,0.479195226814207,0.180716476477708,0.63199336970663,0.135376633407012,0.32003708257502,0.0626108120072085,0.524752475247525,0.106366771644013,0.250146553889959,"A-"
0.0991866816807899,0.0853629459352821,0.102767194838867,0.074694753588119,0.66840350582907,0.767720753412822,0.375905562742561,0.248220292576078,0.0313485113835377,0.80426124064568,0.605137308334453,0.831004500577299,0.442776643762758,0.792768668160906,0.440754586760223,0.444289430801338,0.577746384623964,0.0770699316485282,0.514795572622543,0.5111557340473,0.490118637994213,0.0811391572020605,0.517139614074915,0.513452914798206,0.493783993783994,0.56474391450146,0.370155574581032,0.656836106777604,0.66840350582907,0.307115269597656,0.463077375173169,0.505599052753338,0.0848546509807241,0.237378640776699,0.0694190424959656,0.0113008773191428,0.0178159453561205,0,0.0170129689025241,0.21355070101076,0.0394267388254159,0.0554678610038496,0.0657234756666045,0.0737671649868092,0.0720084242772353,0,0.0580121568342023,0.05417786238642,0.0359298721122317,0.0480775606790958,0.0225398993278083,0.0410753418834789,0.0086807131280389,0.0539430904022291,0.0614937882251189,0.0332642762405981,0.0303104540500455,0.0151978645877468,0.0151978645877468,0.026529006735456,0.0341712881483433,0.0520961494429593,0.522812512307847,0.262717235131224,0.00334728033472803,0.251139733219973,0.048077560326162,0.0782855074541693,0.0100630594442137,0.189725609858429,0.0077133078022217,0.761304129392897,0.0656857818030175,0.52409345250807,0.128463995055115,0.444289430801338,0.0239286799495542,0.555175382942083,0.320114595898673,0.611810245429089,0.588649840725312,0.144124632235653,0.982880434782609,0.216985326811916,0.959086145462167,0.531458311428872,0.0694896286751295,0.741448082396544,0.931522323830016,0.470830571076807,0.648019719251337,0,1,0.583768444948922,0.433090001264063,0.403921797717802,0.366367507566947,0.333622533872118,0.306312920995339,0.0301530492569075,0.59031841427088,0.173199206712103,0.575958820291667,0.750051486835804,0.916639957317051,0.370155574581032,0.850066113054156,0.458494888743346,0.584532825502795,0.505599052753338,0.00889860499428338,0.0217506357125777,0.224017472195383,0.296565054903923,0.478919723457692,0.180619120814555,0.546248009418204,0.263612410858728,0.469176472583403,0.0327870209939249,0.455445544554455,0.173110527064848,0.466460095469391,"BBB+"
0.0869912566057686,0.0383758603418995,0.251836618281882,0.174824981066553,0.711209427157595,0.753470422210702,0.283635187580854,0.164515371978409,0.0729713952130765,0.806605232234523,0.649062541979313,0.847946464337048,0.487910761003939,0.785065471275215,0.487778225110715,0.486206009319878,0.648016654894234,0.138833494831793,0.53602891348543,0.529451137884873,0.541484766634943,0.143722481193268,0.538024971623156,0.531390134529148,0.54472027972028,0.615015319292659,0.496955817886787,0.701659733055989,0.711209427157595,0.669193275932457,0.57722288269346,0.5245895593018,0.130424352811111,0.322815533980583,0.185852608929532,0.0172946929383,0.0272652552220616,0,0.028517640496444,0.0929246820997718,0.026692055856217,0.0440524597415974,0.0951659518925974,0.112697016843672,0.116162030579032,0,0.046565087788496,0.0314002635226475,0.0360990394326779,0.0442286775129884,0.063044751520544,0.0432030617502024,0.0147163695299838,0.000367785636854616,0,0.0391285812298342,0.0266800750570231,0.0299550885518176,0.00394034403864079,0.028163471117069,0.0377421332269385,0.0362074121918054,0.49274695500433,0.234322115987282,0.051673640167364,0.225166019439785,0.0442286781284562,0.136915469729766,0.190701010397158,0.186086237278383,0.0101443222641695,0.715146359998746,0.0381785909047166,0.506142022797526,0.0757185536210982,0.486206009319878,0.0264895935188424,0.569020212091,0.322585135009743,0.647888870586943,0.62097525116393,0.231718124135975,0.862480590062112,0.0033348154735438,0.92978411234542,0.526968772999685,0.049420695165801,0.711612097385179,0.814147391070468,0.486172933042902,0.598638034759358,0.0368318122555411,0.909625668449198,0.553360050035905,0.42068006573126,0.489270553413561,0.44728685247257,0.378274304730212,0.382092082000029,0.0200470125884174,0.592281544908338,0.32179205864342,0.727971314213038,0.842015088659291,0.961675496463422,0.496955817886787,0.852993306037116,0.529795890162476,0.607634013576959,0.5245895593018,0.00843364515941919,0.0218298575263998,0.300027643743247,0.282099537908518,0.434119002102242,0.184744668648667,0.433454804744719,0.41458753829584,0.486069563513516,0.0197640372985103,0.495049504950495,0.124946459129693,0.391340758730425,"AA-"
